Publishing_Year;Book_Name;Author;Language_Code;Author_Rating;Average_Rating;Rating_Count;Gross_Sales_EUR;Publisher;Adapted_to_Film;Genre
1994;Na margem do rio Piedra eu sentei e chorei;Paulo Coelho, Alan R, Clarke;en;Intermediate;Mrz 57;62106;915110.0;Random;0.0;Historical Fiction
1990;Four Past Midnight;Stephen King;en;Intermediate;03. Sep;76376;640220.0;Harper;0.0;Thriller
2012;The Marriage Bargain;Jennifer Probst;en;Intermediate;Mrz 81;91630;1307810.0;Random;0.0;Romance
1930;The Little Engine That Could;Watty Piper, Doris Hauman, George Hauman;en;Excellent;Apr 15;82102;593.81;Amazon Digital Services,  Inc,;0.0;Children’s
2013;We Are All Completely Beside Ourselves;Karen Joy Fowler;en;Intermediate;Mrz 71;59973;355.81;Amazon Digital Services,  Inc,;0.0;Historical Fiction
1996;Children of the Mind;Orson Scott Card;en;Intermediate;Mrz 74;74517;1022210.0;Amazon Digital Services,  Inc,;0.0;Fiction
1998;Someone Like You;Sarah Dessen;en;Intermediate;Mrz 94;84358;355810.0;Simon and Schuster Digital Sales Inc;0.0;Young Adult
2003;Moloka'i;Alan Brennert;en;Excellent;Apr 15;75307;950810.0;Harper;1.0;Historical Fiction
1990;The Witching Hour;Anne Rice;en;Excellent;04. Jan;79824;357540.0;Amazon Digital Services,  Inc,;1.0;Horror
1986;This Present Darkness;Frank E, Peretti;en;Excellent;Apr 24;71815;352.82;Amazon Digital Services,  Inc,;1.0;Thriller
2012;The Coincidence of Callie & Kayden;Jessica Sorensen;en;Excellent;Apr 21;97615;116820.0;Amazon Digital Services,  Inc,;0.0;Romance
2015;Fates and Furies;Lauren Groff;en;Intermediate;Mrz 56;66085;862580.0;Harper;0.0;Historical Fiction
1998;Summer Sisters;Judy Blume;en;Intermediate;Mrz 83;73515;862580.0;Penguin;0.0;Young Adult
1945;Stuart Little;E,B, White, Garth Williams;en;Intermediate;Mrz 88;89033;352820.0;Amazon Digital Services,  Inc,;1.0;Children’s
1953;The Foundation Trilogy;Isaac Asimov;en;Excellent;Apr 39;72311;1060820.0;Harper;1.0;Fiction
1999;The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory;Brian Greene;en;Excellent;04. Jun;32626;352.82;Amazon Digital Services,  Inc,;0.0;Politics
2000;The Austere Academy;Lemony Snicket, Brett Helquist;en;Intermediate;Mrz 97;99311;116.82;Amazon Digital Services,  Inc,;1.0;Mystery
2001;Seven Up;Janet Evanovich;en;Excellent;Apr 15;94506;1320420.0;Harper;0.0;Thriller
2009;The Awakening;Kelley Armstrong;en;Excellent;Apr 16;95026;761.1;Simon and Schuster Digital Sales Inc;0.0;Children’s
2003;Death Masks;Jim Butcher;en;Excellent;Apr 32;83664;654.9;Amazon Digital Services,  Inc,;0.0;Fantasy
1993;Stellaluna;Janell Cannon;en;Excellent;Apr 22;87423;116820.0;Amazon Digital Services,  Inc,;0.0;Historical Fiction
2007;Before They Are Hanged;Joe Abercrombie;en;Excellent;Apr 27;68865;116820.0;Random;0.0;Thriller
2007;Loving Frank;Nancy Horan;en;Intermediate;Mrz 73;72734;824820.0;Hachette;1.0;Children’s
2002;Hard Eight;Janet Evanovich, Lorelei King;en;Excellent;Apr 17;93057;1060820.0;Random;0.0;Fantasy
2001;The Vile Village;Lemony Snicket, Brett Helquist;en;Intermediate;Mrz 94;89733;706820.0;Penguin;0.0;Historical Fiction
1973;Sybil;Flora Rheta Schreiber;en;Intermediate;Mrz 99;72493;502680.0;Harper;1.0;Biography
1980;Cosmos;Carl Sagan;en;Excellent;Apr 35;76440;1131620.0;Penguin;1.0;Politics
2005;Haunted: A Novel of Stories;Chuck Palahniuk;en;Intermediate;Mrz 59;68861;234820.0;Simon and Schuster Digital Sales Inc;0.0;Horror
1987;The Shell Seekers;Rosamunde Pilcher;en;Excellent;Apr 13;73573;588.82;Amazon Digital Services,  Inc,;1.0;Fantasy
2006;What Is the What: The Autobiography of Valentino Achak Deng;Dave Eggers;en;Excellent;Apr 16;59333;1680320.0;Penguin;1.0;Memoir
1981;Chronicle of a Death Foretold;Gabriel Garcia;en;Intermediate;Mrz 95;56200;1128080.0;Simon and Schuster Digital Sales Inc;1.0;Science Fiction
2011;Killing Lincoln: The Shocking Assassination that Changed America Forever;Bill O'Reilly, Martin Dugard;en;Excellent;04. Feb;71868;872020.0;Amazon Digital Services,  Inc,;1.0;Science Fiction
2013;The Lowland;Jhumpa Lahiri;en;Intermediate;Mrz 82;62231;470820.0;Amazon Digital Services,  Inc,;1.0;Historical Fiction
2004;The Ruins of Gorlan;John Flanagan;en;Excellent;04. Feb;83085;824820.0;Random;1.0;Fantasy
2009;Wintergirls;Laurie Halse Anderson;en;Intermediate;Mrz 98;87665;352.82;Amazon Digital Services,  Inc,;0.0;Young Adult
2000;The Brethren;John Grisham;en;Intermediate;Mrz 71;69351;942820.0;Penguin;0.0;Thriller
1997;Assassin's Quest;Robin Hobb;en;Excellent;Apr 18;67125;470.82;Amazon Digital Services,  Inc,;0.0;Fantasy
1967;Rosemary's Baby;Ira Levin;en;Intermediate;Mrz 96;78766;588.82;Amazon Digital Services,  Inc,;1.0;Horror
1984;The Talisman;Stephen King, Peter Straub;en;Excellent;04. Dez;79508;234820.0;Amazon Digital Services,  Inc,;0.0;Fantasy
1998;The Path of Daggers;Robert Jordan;en;Intermediate;03. Sep;74815;234820.0;Amazon Digital Services,  Inc,;0.0;Fantasy
1958;The Dharma Bums;Jack Kerouac;en;Intermediate;Mrz 94;62454;725.7;Amazon Digital Services,  Inc,;0.0;Historical Fiction
2010;The Reckoning;Kelley Armstrong;en;Excellent;Apr 21;92922;466.83;Amazon Digital Services,  Inc,;0.0;Fantasy
2012;Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity;Katherine Boo;en;Intermediate;Mrz 97;69596;934830.0;Random;0.0;Nonfiction
1934;Mary Poppins;P,L, Travers, Mary Shepard;en;Excellent;04. Mai;82706;349830.0;Amazon Digital Services,  Inc,;1.0;Children’s
2007;Red Seas Under Red Skies;Scott Lynch;en;Excellent;Apr 23;68255;349830.0;Amazon Digital Services,  Inc,;0.0;Fantasy
1984;The House on Mango Street;Sandra Cisneros;en;Intermediate;Mrz 57;81579;115.83;Amazon Digital Services,  Inc,;0.0;Young Adult
2008;City of Thieves;David Benioff;en;Excellent;Apr 28;68063;232830.0;Harper;0.0;Historical Fiction
2007;Halfway to the Grave;Jeaniene Frost;en;Excellent;Apr 18;106608;232830.0;Amazon Digital Services,  Inc,;0.0;Fantasy
1980;The Twits;Roald Dahl, Quentin Blake;en;Intermediate;Mrz 94;82458;855270.0;Random;0.0;Children’s
2003;Abhorsen;Garth Nix;en;Excellent;Apr 29;80740;1519830.0;Amazon Digital Services,  Inc,;1.0;Fantasy
2002;The Beach House;James Patterson, Peter de Jonge;en;Intermediate;Mrz 82;68676;466.83;Amazon Digital Services,  Inc,;0.0;Thriller
1987;Eyes of the Dragon;Stephen King;en;Intermediate;Mrz 92;72714;700830.0;Harper;1.0;Fantasy
1976;Children of Dune;Frank Herbert;en;Intermediate;03. Sep;74133;115.83;Amazon Digital Services,  Inc,;1.0;Fiction
2011;Leviathan Wakes;James S,A, Corey;en;Excellent;04. Feb;68416;1689480.0;Harper;1.0;Science Fiction
2015;Queen of Shadows;Sarah J, Maas;en;Famous;04. Jun;99067;349830.0;Macmillan;0.0;Fantasy
1991;Maus II : And Here My Troubles Began ;Art Spiegelman;en;Famous;Apr 41;90147;583830.0;Hachette;0.0;Graphic Novel
1962;The Snowy Day;Ezra Jack Keats;en;Excellent;Apr 13;81914;1170.0;Amazon Digital Services,  Inc,;0.0;Children’s
2003;To the Nines;Janet Evanovich;en;Excellent;Apr 16;86963;1402830.0;Penguin;0.0;Horror
2012;Where We Belong;Emily Giffin;en;Intermediate;Mrz 86;68224;115.83;Amazon Digital Services,  Inc,;0.0;Romance
1994;The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus;Richard   Preston;en;Excellent;04. Jan;72207;349.83;Amazon Digital Services,  Inc,;1.0;Nonfiction
1999;Sputnik Sweetheart;Haruki Murakami, Philip Gabriel;en;Intermediate;Mrz 82;62229;1084590.0;Penguin;1.0;Fiction
2012;The Signature of All Things;Elizabeth Gilbert;en;Intermediate;Mrz 81;61135;232830.0;Amazon Digital Services,  Inc,;0.0;Historical Fiction
2003;Eats, Shoots and Leaves;Lynne Truss;en;Intermediate;Mrz 86;79117;466.83;Amazon Digital Services,  Inc,;0.0;Graphic Novel
2004;Dead Witch Walking;Kim Harrison;en;Excellent;04. Apr;91390;349.83;Amazon Digital Services,  Inc,;0.0;Fantasy
2009;An Echo in the Bone;Diana Gabaldon;en;Famous;Apr 42;68854;1391130.0;Simon and Schuster Digital Sales Inc;1.0;Historical Fiction
2011;Unearthly;Cynthia Hand;en;Excellent;04. Jun;99942;232830.0;Hachette;0.0;Fantasy
1988;The Case for Christ;Lee Strobel;en;Excellent;04. Jan;67128;799110.0;Macmillan;1.0;Nonfiction
2005;Knife of Dreams;Robert Jordan;en;Excellent;04. Dez;71379;349.83;Amazon Digital Services,  Inc,;1.0;Fantasy
2002;Hoot;Carl Hiaasen;en;Intermediate;Mrz 81;75275;583830.0;Penguin;1.0;Young Adult
2012;This is How You Lose Her;Junot DÃÂ­az;en;Intermediate;Mrz 75;66720;624080.0;Amazon Digital Services,  Inc,;0.0;Science Fiction
2004;After Dark;Haruki Murakami, Jay Rubin;en;Intermediate;Mrz 68;181000;694.84;Amazon Digital Services,  Inc,;0.0;Fiction
1992;Ishmael: An Adventure of the Mind and Spirit;Daniel Quinn;en;Intermediate;Mrz 97;63304;892040.0;Random;0.0;Philosophy
2010;It's Not Summer Without You;Jenny Han;en;Excellent;Apr 14;80367;346.84;Amazon Digital Services,  Inc,;1.0;Young Adult
2012;Pushing the Limits;Katie McGarry;en;Excellent;04. Aug;93818;462.84;Amazon Digital Services,  Inc,;0.0;Young Adult
2001;Quidditch Through the Ages;Kennilworthy Whisp, J,K, Rowling;en;Intermediate;Mrz 85;90908;114840.0;Random;0.0;Historical Fiction
1977;Miss Nelson Is Missing!;Harry Allard, James  Marshall;en;Excellent;Apr 26;77206;1158840.0;Penguin;0.0;Children’s
1979;The Long Walk;Richard Bachman, Stephen King;en;Excellent;04. Nov;71775;462840.0;Hachette;1.0;Thriller
2001;The Ersatz Elevator;Lemony Snicket, Brett Helquist;en;Excellent;04. Jan;90071;230840.0;Random;1.0;Children’s
2004;Messenger ;Lois Lowry;en;Intermediate;03. Sep;79746;462840.0;Amazon Digital Services,  Inc,;0.0;Dystopian
2007;Lover Revealed;J,R, Ward;en;Excellent;04. Mrz;97830;694.84;Amazon Digital Services,  Inc,;0.0;Fantasy
2005;'Salem's Lot The Illustrated Edition;Stephen King, Jerry N, Uelsmann;en;Excellent;Apr 25;72797;770240.0;Hachette;1.0;Horror
2007;The Mysterious Benedict Society;Trenton Lee Stewart, Carson Ellis;en;Excellent;Apr 14;87335;114840.0;Amazon Digital Services,  Inc,;1.0;Children’s
2007;God is Not Great: How Religion Poisons Everything;Christopher Hitchens;en;Intermediate;Mrz 96;64347;694840.0;Amazon Digital Services,  Inc,;0.0;Nonfiction
2013;Never Too Far (Too Far, #2);Abbi Glines;en;Excellent;Apr 21;97616;114840.0;Amazon Digital Services,  Inc,;0.0;Young Adult
2004;State of Fear;Michael Crichton;en;Intermediate;Mrz 69;65397;114840.0;Amazon Digital Services,  Inc,;0.0;Thriller
2012;The Statistical Probability of Love at First Sight;Jennifer E, Smith;en;Intermediate;03. Aug;89356;114.84;Amazon Digital Services,  Inc,;1.0;Romance
2004;The Golem's Eye;Jonathan Stroud;en;Excellent;04. Sep;69058;810840.0;Simon and Schuster Digital Sales Inc;0.0;Fantasy
1980;Still Life with Woodpecker;Tom Robbins;en;Excellent;04. Apr;56802;346.84;Amazon Digital Services,  Inc,;0.0;Historical Fiction
2004;Those Who Save Us;Jenna Blum;en;Excellent;04. Dez;68480;114.84;Amazon Digital Services,  Inc,;1.0;Historical Fiction
2005;The Broker;John Grisham;en;Intermediate;Mrz 77;65428;114840.0;Amazon Digital Services,  Inc,;0.0;Thriller
2011;Across the Universe;Beth Revis;en;Intermediate;Mrz 78;94176;462.84;Amazon Digital Services,  Inc,;0.0;Science Fiction
1978;The Road Less Traveled:  A New Psychology of Love, Traditional Values, and Spiritual Growth;M, Scott Peck;en;Excellent;04. Mrz;61238;1042840.0;Amazon Digital Services,  Inc,;0.0;Historical Fiction
2004;Blood Rites;Jim Butcher;en;Excellent;Apr 33;79627;1041680.0;Amazon Digital Services,  Inc,;0.0;Fantasy
1942;The Boxcar Children;Gertrude Chandler Warner, L, Kate Deal;en;Excellent;04. Sep;92916;1506840.0;Simon and Schuster Digital Sales Inc;1.0;Children’s
2013;The Silent Wife;A,S,A, Harrison;en;Novice;03. Mrz;60323;784160.0;Amazon Digital Services,  Inc,;1.0;Thriller
2011;How to Be a Woman;Caitlin Moran;en;Intermediate;Mrz 73;70446;346.84;Amazon Digital Services,  Inc,;0.0;Historical Fiction
2016;A Court of Mist and Fury;Sarah J, Maas;en;Famous;Apr 72;108384;1158840.0;Simon and Schuster Digital Sales Inc;1.0;Fantasy
2010;Life;Keith Richards;en;Intermediate;Mrz 84;60409;926840.0;Random;0.0;Biography
2008;Unaccustomed Earth;Jhumpa Lahiri;en;Excellent;04. Nov;60126;458.85;Amazon Digital Services,  Inc,;0.0;Science Fiction
1998;The Pilot's Wife;Anita Shreve;en;Intermediate;03. Mai;71777;1367.35;Simon and Schuster Digital Sales Inc;1.0;Romance
1985;White Noise;Don DeLillo;en;Intermediate;Mrz 86;55678;573.85;Amazon Digital Services,  Inc,;1.0;Historical Fiction
1992;Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest;Stephen E, Ambrose;en;Famous;Apr 42;66079;343.85;Amazon Digital Services,  Inc,;1.0;Science Fiction
2003;Blankets;Craig Thompson;en;Excellent;04. Jun;70454;343.85;Amazon Digital Services,  Inc,;0.0;Graphic Novel
2008;The Story of Edgar Sawtelle;David Wroblewski;en;Intermediate;03. Jun;70382;343.85;Amazon Digital Services,  Inc,;1.0;Historical Fiction
2000;Drowning Ruth;Christina Schwarz;en;Intermediate;Mrz 73;67768;573.85;Amazon Digital Services,  Inc,;0.0;Romance
1971;Post Office;Charles Bukowski;en;Excellent;04. Jan;59295;343.85;Harper;0.0;Satire
1992;All the Pretty Horses;Cormac McCarthy;en;Intermediate;Mrz 97;68451;458.85;Amazon Digital Services,  Inc,;1.0;Adventure
1997;One Piece, Volume 01;EiichirÃÂ Oda, Andy Nakatani;en;Famous;Apr 42;67047;458.85;Amazon Digital Services,  Inc,;1.0;Adventure
1968;The Last Unicorn;Peter S, Beagle;en;Excellent;Apr 18;76277;343.85;Amazon Digital Services,  Inc,;1.0;Fantasy
2005;Magyk;Angie Sage;en;Intermediate;03. Aug;86805;343.85;Amazon Digital Services,  Inc,;0.0;Fantasy
2000;Fever 1793;Laurie Halse Anderson;en;Intermediate;Mrz 89;81945;458.85;Amazon Digital Services,  Inc,;1.0;Historical Fiction
2008;The Likeness;Tana French;en;Excellent;04. Mai;72480;803.85;Penguin;1.0;Thriller
2015;Dead Wake: The Last Crossing of the Lusitania;Erik Larson;en;Excellent;04. Jul;61439;930.35;Penguin;0.0;Nonfiction
2013;I Am Pilgrim;Terry Hayes;en;Excellent;Apr 23;49740;573.85;Amazon Digital Services,  Inc,;1.0;Thriller
1956;Howl and Other Poems ;Allen Ginsberg, William Carlos Williams;en;Excellent;Apr 14;71968;1269.6;Harper;0.0;Historical Fiction
1997;Don't Sweat the Small Stuff;Richard Carlson;en;Intermediate;Mrz 95;63324;884.35;Random;0.0;Nonfiction
2011;Go the Fuck to Sleep;Adam Mansbach, Ricardo CortÃÂ©s;en;Excellent;Apr 26;71816;113.85;Amazon Digital Services,  Inc,;0.0;Children’s
1992;Mostly Harmless;Douglas Adams;en;Intermediate;Mrz 96;72426;573.85;Simon and Schuster Digital Sales Inc;0.0;Science Fiction
2003;Benjamin Franklin: An American Life;Walter Isaacson;en;Intermediate;Mrz 96;70335;573.85;Macmillan;0.0;Biography
2011;The Tiger's Wife;TÃÂ©a Obreht;en;Novice;Mrz 37;66104;113.85;Amazon Digital Services,  Inc,;0.0;Historical Fiction
2005;Poison Study;Maria V, Snyder;en;Excellent;Apr 16;96417;343.85;Amazon Digital Services,  Inc,;0.0;Fantasy
2007;Lover Unbound;J,R, Ward;en;Excellent;Apr 33;97514;910860.0;Amazon Digital Services,  Inc,;0.0;Romance
2004;Going Postal;Terry Pratchett;en;Excellent;Apr 36;75186;1366860.0;Penguin;1.0;Fantasy
1980;The Mist;Stephen King;en;Intermediate;Mrz 92;82062;340860.0;Amazon Digital Services,  Inc,;1.0;Thriller
2005;Dead Beat;Jim Butcher;en;Famous;Apr 43;78123;568.86;Amazon Digital Services,  Inc,;0.0;Fantasy
2015;Golden Son;Pierce Brown;en;Famous;Apr 46;57614;112.86;Amazon Digital Services,  Inc,;0.0;Science Fiction
2002;Night Watch;Terry Pratchett;en;Famous;Apr 47;71271;910860.0;Amazon Digital Services,  Inc,;1.0;Fantasy
1986;The Light Fantastic;Terry Pratchett;en;Intermediate;Mrz 94;75196;112860.0;Amazon Digital Services,  Inc,;1.0;Fantasy
2009;What the Dog Saw and Other Adventures;Malcolm Gladwell;en;Intermediate;Mrz 82;65277;876660.0;Random;0.0;Nonfiction
2015;Pretty Girls;Karin Slaughter;en;Intermediate;Mrz 95;60737;226.86;Amazon Digital Services,  Inc,;0.0;Thriller
2008;Last Argument of Kings;Joe Abercrombie;en;Excellent;Apr 26;65068;568860.0;Macmillan;0.0;Fantasy
2014;Revival;Stephen King;en;Intermediate;Mrz 75;53662;568.86;Amazon Digital Services,  Inc,;1.0;Horror
1954;Horton Hears a Who!;Dr, Seuss;en;Excellent;Apr 16;80883;112860.0;Amazon Digital Services,  Inc,;1.0;Children’s
2006;The Blind Side: Evolution of a Game;Michael   Lewis;en;Excellent;Apr 16;37792;226860.0;Harper;1.0;Nonfiction
2001;Lirael;Garth Nix;en;Excellent;Apr 29;78903;876660.0;Penguin;0.0;Young Adult
2006;School's Out Forever;James Patterson;en;Excellent;Apr 16;90157;340860.0;Amazon Digital Services,  Inc,;0.0;Young Adult
2015;Winter;Marissa Meyer;en;Famous;Apr 49;100464;397.86;Amazon Digital Services,  Inc,;0.0;Science Fiction
2012;The Hunger games;Emily Seife;en;Famous;04. Apr;67264;340.86;Amazon Digital Services,  Inc,;1.0;Young Adult
2008;The Painted Man;Peter V, Brett;en;Excellent;Apr 27;64416;454860.0;Amazon Digital Services,  Inc,;0.0;Fantasy
2005;One Shot;Lee Child;en;Excellent;04. Feb;63335;340860.0;Simon and Schuster Digital Sales Inc;1.0;Thriller
2012;The Serpent's Shadow;Rick Riordan;en;Excellent;Apr 28;82757;345.42;Amazon Digital Services,  Inc,;0.0;Fantasy
2008;Duma Key;Stephen King;en;Intermediate;Mrz 93;73807;844740.0;Macmillan;0.0;Horror
2006;The Shifting Fog;Kate Morton;en;Intermediate;Mrz 93;69948;228.0;Amazon Digital Services,  Inc,;0.0;Historical Fiction
2006;Proven Guilty;Jim Butcher;en;Famous;Apr 41;75133;778620.0;Simon and Schuster Digital Sales Inc;1.0;Fantasy
1940;The Heart is a Lonely Hunter;Carson McCullers;en;Intermediate;Mrz 97;67643;454.86;Amazon Digital Services,  Inc,;1.0;Historical Fiction
2014;The Infinite Sea;Rick Yancey;en;Intermediate;Mrz 94;78314;454.86;Amazon Digital Services,  Inc,;0.0;Science Fiction
1958;The Once and Future King;T,H, White;en;Excellent;04. Aug;76911;746.7;Macmillan;1.0;Fantasy
1992;Small Gods;Terry Pratchett;en;Excellent;Apr 27;72588;1220.4;Harper;0.0;Fantasy
1999;Bud, Not Buddy;Christopher Paul Curtis;en;Intermediate;Mrz 89;73000;431660.0;Amazon Digital Services,  Inc,;1.0;Children’s
2007;Predictably Irrational: The Hidden Forces that Shape Our Decisions;Dan Ariely;en;Excellent;04. Jan;61496;563.87;Amazon Digital Services,  Inc,;0.0;Nonfiction
1980;The Indian in the Cupboard;Lynne Reid Banks;en;Intermediate;Mrz 89;77046;450.87;Amazon Digital Services,  Inc,;1.0;Children’s
2012;A Memory of Light;Robert Jordan, Brandon Sanderson;en;Famous;04. Mai;68410;450.87;Amazon Digital Services,  Inc,;1.0;Fantasy
2012;Me and Earl and the Dying Girl;Jesse Andrews;en;Intermediate;Mrz 58;82270;1241870.0;Random;1.0;Young Adult
2010;The Ugly Truth;Jeff Kinney;en;Excellent;Apr 16;68701;111870.0;Amazon Digital Services,  Inc,;0.0;Children’s
2002;Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4);Janet Evanovich;en;Excellent;Apr 34;63691;169.5;Harper;0.0;Mystery
1998;The Surgeon of Crowthorne: a tale of murder, madness & the love of words;Simon Winchester;en;Intermediate;Mrz 84;71411;450870.0;Simon and Schuster Digital Sales Inc;0.0;Biography
2002;2nd Chance;James Patterson, Andrew Gross;en;Excellent;04. Jan;68834;1388770.0;Harper;0.0;Thriller
1986;The Complete Maus;Art Spiegelman;en;Famous;Apr 53;76785;111870.0;Amazon Digital Services,  Inc,;0.0;Graphic Novel
2001;The Eyre Affair;Jasper Fforde;en;Intermediate;Mrz 92;85683;111870.0;Amazon Digital Services,  Inc,;0.0;Fantasy
1989;Anne Rice's The Vampire Lestat: The Graphic Novel;Faye Perozich, Anne Rice, John Bolton, Daerick GrÃÂ¶ss;en;Excellent;Apr 17;61842;111.87;Amazon Digital Services,  Inc,;0.0;Graphic Novel
1998;The Art of Happiness: A Handbook for Living;Dalai Lama XIV, Howard C, Cutler;en;Excellent;Apr 14;61498;1327.75;Random;0.0;Philosophy
2014;The Bone Clocks;David Mitchell;en;Intermediate;Mrz 81;53151;781960.0;Random;0.0;Historical Fiction
1998;Black and Blue;Anna Quindlen;en;Intermediate;Mrz 86;67753;450870.0;Amazon Digital Services,  Inc,;0.0;Historical Fiction
2004;The Last Juror;John Grisham;en;Intermediate;Mrz 85;63114;970670.0;Penguin;1.0;Thriller
2003;Diary;Chuck Palahniuk;en;Intermediate;03. Jun;58428;1015870.0;Hachette;0.0;Nonfiction
2005;Eleven on Top;Janet Evanovich;en;Excellent;Apr 15;84363;846370.0;Penguin;0.0;Romance
2005;Tintenblut;Cornelia Funke, Anthea Bell;en;Intermediate;Mrz 91;82291;789870.0;Amazon Digital Services,  Inc,;0.0;Fantasy
2003;Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto;Chuck Klosterman;en;Intermediate;Mrz 75;56548;111870.0;Amazon Digital Services,  Inc,;0.0;Children’s
1945;Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder;Evelyn Waugh;en;Intermediate;Mrz 99;69087;224870.0;Amazon Digital Services,  Inc,;1.0;Historical Fiction
2007;White Night;Jim Butcher;en;Famous;Apr 41;73534;111870.0;Amazon Digital Services,  Inc,;0.0;Fantasy
2014;The Miniaturist;Jessie Burton;en;Intermediate;Mrz 58;56344;224870.0;Harper;1.0;Historical Fiction
1984;Dragons of Autumn Twilight;Margaret Weis, Tracy Hickman;en;Excellent;04. Mrz;76219;992140.0;Simon and Schuster Digital Sales Inc;0.0;Fantasy
2006;The Lost Colony;Eoin Colfer;en;Excellent;04. Jan;103844;282.5;Amazon Digital Services,  Inc,;0.0;Science Fiction
2006;Extras;Scott Westerfeld;en;Intermediate;Mrz 59;85873;110880.0;Amazon Digital Services,  Inc,;0.0;Dystopian
2005;The Burning Bridge;John Flanagan;en;Excellent;Apr 28;74156;838880.0;Macmillan;0.0;Fantasy
2014;The Book of Life;Deborah Harkness;en;Excellent;Apr 15;63027;334.88;Amazon Digital Services,  Inc,;1.0;Historical Fiction
1992;The Artist's Way: A Spiritual Path to Higher Creativity;Julia Cameron;en;Intermediate;Mrz 89;66049;670.88;Amazon Digital Services,  Inc,;0.0;Nonfiction
1992;The Stinky Cheese Man and Other Fairly Stupid Tales;Jon Scieszka, Lane Smith;en;Excellent;04. Feb;78487;334880.0;Amazon Digital Services,  Inc,;0.0;Children’s
2009;Horns;Joe Hill;en;Intermediate;Mrz 92;66287;334880.0;Hachette;1.0;Horror
2011;Catherine the Great: Portrait of a Woman;Robert K, Massie;en;Intermediate;Mrz 91;66591;110.88;Amazon Digital Services,  Inc,;1.0;Biography
2009;The Year of the Flood;Margaret Atwood;en;Excellent;04. Mai;68597;894880.0;Simon and Schuster Digital Sales Inc;0.0;Dystopian
2009;Winter Garden;Kristin Hannah;en;Excellent;Apr 13;66577;334.88;Amazon Digital Services,  Inc,;1.0;Historical Fiction
2003;The King of Torts;John Grisham;en;Intermediate;Mrz 67;61835;670880.0;Harper;0.0;Thriller
2006;Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10;Marcus Luttrell, Patrick Robinson;en;Excellent;Apr 34;46551;446.88;Amazon Digital Services,  Inc,;1.0;Nonfiction
2008;The 3 Mistakes of My Life;Chetan Bhagat;en;Intermediate;Feb 97;53331;894880.0;Random;1.0;Nonfiction
1926;The Murder of Roger Ackroyd;Agatha Christie;en;Excellent;04. Feb;71354;842240.0;Amazon Digital Services,  Inc,;0.0;Mystery
1940;Native Son ;Richard Wright;en;Intermediate;Mrz 96;66194;334.88;Amazon Digital Services,  Inc,;1.0;Historical Fiction
2008;Shadow's Edge;Brent Weeks;en;Excellent;Apr 27;66390;1326080.0;Random;0.0;Fantasy
2011;Under the Never Sky;Veronica Rossi;en;Excellent;04. Jan;74029;446.88;Amazon Digital Services,  Inc,;0.0;Science Fiction
2003;True Believer;Nicholas Sparks;en;Intermediate;03. Aug;62840;558.88;Amazon Digital Services,  Inc,;1.0;Romance
2011;The Lean StartupÃ¢â¬Å½;Eric Ries;en;Excellent;04. Apr;86284;110880.0;Amazon Digital Services,  Inc,;0.0;Dystopian
2012;The Golden Lily;Richelle Mead;en;Excellent;Apr 36;86929;1230880.0;Penguin;0.0;Romance
2008;Chasing Harry Winston;Lauren Weisberger;en;Novice;Mrz 32;63342;558880.0;Random;0.0;Fiction
1983;Magician's Gambit;David Eddings;en;Excellent;Apr 13;69616;334.88;Amazon Digital Services,  Inc,;0.0;Fantasy
2009;The Stand: Captain Trips;Roberto Aguirre-Sacasa, Stephen King, Mike Perkins, Laura       Martin;en;Famous;Apr 43;71000;838880.0;Penguin;1.0;Horror
1960;The Rise and Fall of the Third Reich: A History of Nazi Germany;William L, Shirer;en;Excellent;Apr 15;64391;334880.0;Harper;0.0;Nonfiction
2005;A Long Way Down;Nick Hornby;en;Novice;Mrz 41;59843;446880.0;Hachette;1.0;Nonfiction
1993;Out from Boneville;Jeff Smith, Steve Hamaker;en;Excellent;Apr 16;62330;670.88;Amazon Digital Services,  Inc,;0.0;Graphic Novel
1995;Rose Madder;Stephen King;en;Intermediate;Mrz 66;70921;222880.0;Simon and Schuster Digital Sales Inc;1.0;Horror
1998;Die Trying (Jack Reacher, #2);Lee Child;en;Intermediate;4.0;62128;334880.0;Macmillan;0.0;Thriller
2011;Beautiful Chaos;Kami Garcia, Margaret Stohl, Paz Pruneda;en;Intermediate;Mrz 95;69709;222880.0;Hachette;0.0;Young Adult
1999;Keeping Faith;Jodi Picoult;en;Intermediate;Mrz 79;62405;109.89;Amazon Digital Services,  Inc,;1.0;Nonfiction
2007;Heart-Shaped Box;Joe Hill;en;Intermediate;Mrz 82;65005;331.89;Amazon Digital Services,  Inc,;0.0;Horror
2010;Cabin Fever;Jeff Kinney;en;Excellent;Apr 21;63347;1330890.0;Penguin;0.0;Children’s
