Publishing_Year;Book_Name;Author;Language_Code;Author_Rating;Book_Average_Rating;Book_Ratings_Count;Genre;Gross_Sales;Publisher_Revenue_Verlagumsatz;Sale_Price;Sale_Rank;Publisher;Units_Sold;Verfilmt?;;
2014;The Infinite Sea;Rick Yancey;eng;Intermediate;34394;78314;genre fiction;454.86;0.0;36.220,00;973;Amazon Digital Services,  Inc.;2889;Nein;The Heart is a Lonely Hunter;Ja
1958;The Once and Future King;T.H. White;eng;Excellent;45873;76911;nonfiction;746.7;448.02;20.241,00;973;Macmillan;2889;Ja;The Infinite Sea;Nein
1992;Small Gods;Terry Pratchett;en-GB;Excellent;46478;72588;genre fiction;1220.4;732.24;45.879,00;977;HarperCollins Publishers;2889;Nein;The Once and Future King;Ja
1999;Bud, Not Buddy;Christopher Paul Curtis;eng;Intermediate;32568;73000;genre fiction;431.66;258.996;30.011,00;980;Amazon Digital Services,  Inc.;2889;Ja;Small Gods;Nein
2006;;Alison Bechdel;eng;Excellent;45995;48305;genre fiction;902.87;541.722;36.342,00;981;Hachette Book Group;2889;Nein;Bud, Not Buddy;Ja
2007;Predictably Irrational: The Hidden Forces that Shape Our Decisions;Dan Ariely;en-US;Excellent;45661;61496;genre fiction;563.87;0.0;36.251,00;982;Amazon Digital Services,  Inc.;2889;Nein;Alison Bechdel (Graphic Novel);Nein
2012;Ø§Ù„ÙÙŠÙ„ Ø§Ù„Ø£Ø²Ø±Ù‚;Ø£Ø­Ù…Ø¯ Ù…Ø±Ø§Ø¯;ara;Intermediate;45872;53187;nonfiction;1128.87;677.322;36.404,00;984;Amazon Digital Services,  Inc.;2889;;Predictably Irrational;Nein
1980;The Indian in the Cupboard;Lynne Reid Banks;eng;Intermediate;32568;77046;genre fiction;450.87;0.0;36.220,00;985;Amazon Digital Services,  Inc.;2889;Ja;The Indian in the Cupboard;Ja
2012;A Memory of Light;Robert Jordan, Brandon Sanderson;eng;Famous;45781;68410;genre fiction;450.87;0.0;36.220,00;986;Amazon Digital Services,  Inc.;2889;Ja;A Memory of Light (Wheel of Time Finale);Ja
2012;Me and Earl and the Dying Girl;Jesse Andrews;en-US;Intermediate;21245;82270;nonfiction;1241.87;745.122;36.434,00;988;Random House LLC;2889;Ja;Me and Earl and the Dying Girl;Ja
2010;The Ugly Truth;Jeff Kinney;en-US;Excellent;42461;68701;nonfiction;111.87;67.122;0.99;990;Amazon Digital Services,  Inc.;2889;Nein;The Ugly Truth;Nein
2002;Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4);Janet Evanovich;;Excellent;12510;63691;genre fiction;169.5;101.7;45.778,00;992;HarperCollins Publishers;2889;Nein;Janet Evanovich (Stephanie Plum, #3-4);Nein
1998;The Surgeon of Crowthorne: a tale of murder, madness & the love of words;Simon Winchester;eng;Intermediate;30742;71411;genre fiction;450.87;270.522;36.220,00;993;Simon and Schuster Digital Sales Inc;2862;Nein;The Surgeon of Crowthorne;Nein
2002;2nd Chance;James Patterson, Andrew Gross;eng;Excellent;45661;68834;genre fiction;1388.77;833.262;47.453,00;993;HarperCollins Publishers;2862;Nein;2nd Chance (Patterson/Gross Thriller);Nein
1986;The Complete Maus;Art Spiegelman;en-GB;Famous;19450;76785;nonfiction;111.87;67.122;0.99;994;Amazon Digital Services,  Inc.;2862;Nein;The Complete Maus;Nein
2001;The Eyre Affair;Jasper Fforde;en-US;Intermediate;33664;85683;nonfiction;111.87;67.122;0.99;995;Amazon Digital Services,  Inc.;2862;Nein;The Eyre Affair;Nein
1989;Anne Rice's The Vampire Lestat: The Graphic Novel;Faye Perozich, Anne Rice, John Bolton, Daerick GrÃ¶ss;en-GB;Excellent;42826;61842;genre fiction;111.87;0.0;0.99;996;Amazon Digital Services,  Inc.;2862;Nein;Anne Rice's The Vampire Lestat (Graphic Novel);Nein
1978;;Louis Sachar, Adam McCauley;eng;Excellent;41730;74121;genre fiction;864.45;518.67;23.924,00;997;Penguin Group (USA) LLC;2862;Nein;Louis Sachar;Nein
1998;The Art of Happiness: A Handbook for Living;Dalai Lama XIV, Howard C. Cutler;eng;Excellent;41730;61498;nonfiction;1327.75;796.65;27.699,00;1000;Random House LLC;2862;Nein;The Art of Happiness;Nein
2014;The Bone Clocks;David Mitchell;eng;Intermediate;29646;53151;genre fiction;781.96;469.176;33.756,00;1001;Random House LLC;2862;Nein;The Bone Clocks;Nein
1998;Black and Blue;Anna Quindlen;eng;Intermediate;31472;67753;genre fiction;450.87;270.522;36.220,00;1001;Amazon Digital Services,  Inc.;2862;Nein;Black and Blue;Nein
2010;;L.J. Smith, Kevin Williamson, Julie Plec;en-US;Excellent;45661;59715;genre fiction;337.87;0.0;36.192,00;1004;Amazon Digital Services,  Inc.;2862;Ja;L.J. Smith (Vampire Diaries B�cher);Ja
2004;The Last Juror;John Grisham;eng;Intermediate;31107;63114;nonfiction;970.67;582.402;21.763,00;1005;Penguin Group (USA) LLC;2862;Ja;The Last Juror;Ja
2003;Diary;Chuck Palahniuk;eng;Intermediate;45811;58428;genre fiction;1015.87;609.522;36.373,00;1006;Hachette Book Group;2862;Nein;Diary (Palahniuk);Nein
2005;Eleven on Top;Janet Evanovich;en-US;Excellent;42095;84363;genre fiction;846.37;507.822;18.080,00;1006;Penguin Group (USA) LLC;2862;Nein;Eleven on Top;Nein
2005;Tintenblut;Cornelia Funke, Anthea Bell;eng;Intermediate;33298;82291;genre fiction;789.87;473.922;36.312,00;1007;Amazon Digital Services,  Inc.;2862;Nein;Tintenblut (Cornelia Funke);Nein
2003;Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto;Chuck Klosterman;en-US;Intermediate;27454;56548;genre fiction;111.87;67.122;0.99;1007;Amazon Digital Services,  Inc.;2862;Nein;Sex, Drugs, and Cocoa Puffs;Nein
1945;Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder;Evelyn Waugh;eng;Intermediate;36220;69087;nonfiction;224.87;134.922;36.161,00;1008;Amazon Digital Services,  Inc.;2862;Ja;Brideshead Revisited;Ja
2007;White Night;Jim Butcher;en-US;Famous;15067;73534;fiction;111.87;67.122;0.99;1009;Amazon Digital Services,  Inc.;2862;Nein;White Night (Jim Butcher);Nein
2014;The Miniaturist;Jessie Burton;eng;Intermediate;21245;56344;genre fiction;224.87;134.922;36.161,00;1010;HarperCollins Publishers;2862;Ja;The Miniaturist;Ja
1984;Dragons of Autumn Twilight;Margaret Weis, Tracy Hickman;en-US;Excellent;45720;76219;nonfiction;992.14;595.284;28.703,00;1011;Simon and Schuster Digital Sales Inc;2862;Nein;Dragons of Autumn Twilight;Nein
2006;The Lost Colony;Eoin Colfer;en-US;Excellent;45661;103844;nonfiction;282.5;169.5;45.779,00;1012;Amazon Digital Services,  Inc.;2862;Nein;The Lost Colony;Nein
2006;Extras;Scott Westerfeld;en-US;Intermediate;21610;85873;genre fiction;110.88;66.528;0.99;1013;Amazon Digital Services,  Inc.;2862;Nein;Extras (Westerfeld);Nein
2005;The Burning Bridge;John Flanagan;en-US;Excellent;46844;74156;nonfiction;838.88;503.328;18.080,00;1015;Macmillan;2862;Nein;The Burning Bridge;Nein
2014;The Book of Life;Deborah Harkness;eng;Excellent;42095;63027;genre fiction;334.88;0.0;36.192,00;1019;Amazon Digital Services,  Inc.;2862;Ja;The Book of Life;Ja
1992;The Artist's Way: A Spiritual Path to Higher Creativity;Julia Cameron;eng;Intermediate;32568;66049;genre fiction;670.88;0.0;36.281,00;1020;Amazon Digital Services,  Inc.;4480;Nein;The Artist's Way;Nein
1992;The Stinky Cheese Man and Other Fairly Stupid Tales;Jon Scieszka, Lane Smith;eng;Excellent;45692;78487;nonfiction;334.88;200.928;36.192,00;1020;Amazon Digital Services,  Inc.;4480;Nein;The Stinky Cheese Man;Nein
2009;Horns;Joe Hill;en-US;Intermediate;33664;66287;nonfiction;334.88;200.928;36.192,00;1022;Hachette Book Group;4480;Ja;Horns (Joe Hill);Ja
2011;Catherine the Great: Portrait of a Woman;Robert K. Massie;en-CA;Intermediate;33298;66591;genre fiction;110.88;0.0;0.99;1023;Amazon Digital Services,  Inc.;4480;Ja;Catherine the Great;Ja
2009;The Year of the Flood;Margaret Atwood;eng;Excellent;45781;68597;genre fiction;894.88;536.928;36.342,00;1024;Simon and Schuster Digital Sales Inc;4480;Nein;The Year of the Flood;Nein
2009;Winter Garden;Kristin Hannah;en-GB;Excellent;41365;66577;genre fiction;334.88;0.0;36.192,00;1027;Amazon Digital Services,  Inc.;4480;Ja;Winter Garden;Ja
2003;The King of Torts;John Grisham;eng;Intermediate;24532;61835;nonfiction;670.88;402.528;36.281,00;1027;HarperCollins Publishers;4480;Nein;The King of Torts;Nein
2006;Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10;Marcus Luttrell, Patrick Robinson;eng;Excellent;12510;46551;genre fiction;446.88;0.0;36.220,00;1030;Amazon Digital Services,  Inc.;4440;Ja;Lone Survivor;Ja
2008;The 3 Mistakes of My Life;Chetan Bhagat;eng;Intermediate;35462;53331;genre fiction;894.88;536.928;36.342,00;1032;Random House LLC;4440;Ja;The 3 Mistakes of My Life;Ja
1926;The Murder of Roger Ackroyd;Agatha Christie;eng;Excellent;45692;71354;nonfiction;842.24;505.344;19.176,00;1032;Amazon Digital Services,  Inc.;4440;Nein;The Murder of Roger Ackroyd;Nein
1940;Native Son ;Richard Wright;eng;Intermediate;35125;66194;genre fiction;334.88;0.0;36.192,00;1033;Amazon Digital Services,  Inc.;4440;Ja;Native Son;Ja
2008;Shadow's Edge;Brent Weeks;en-US;Excellent;46478;66390;genre fiction;1326.08;795.648;30.987,00;1033;Random House LLC;4440;Nein;Shadow's Edge;Nein
2011;Under the Never Sky;Veronica Rossi;en-GB;Excellent;45661;74029;genre fiction;446.88;0.0;36.220,00;1034;Amazon Digital Services,  Inc.;4440;Nein;Under the Never Sky;Nein
2003;True Believer;Nicholas Sparks;en-US;Intermediate;45872;62840;genre fiction;558.88;0.0;36.251,00;1035;Amazon Digital Services,  Inc.;4440;Ja;True Believer;Ja
2011;The Lean Startupâ€Ž;Eric Ries;en-US;Excellent;45751;86284;genre fiction;110.88;66.528;0.99;1036;Amazon Digital Services,  Inc.;4440;Nein;The Lean Startup;Nein
2012;The Golden Lily;Richelle Mead;en-US;Excellent;13241;86929;genre fiction;1230.88;738.528;36.434,00;1037;Penguin Group (USA) LLC;4440;Nein;The Golden Lily;Nein
2008;Chasing Harry Winston;Lauren Weisberger;eng;Novice;11749;63342;genre fiction;558.88;335.328;36.251,00;1042;Random House LLC;4440;Nein;Chasing Harry Winston;Nein
1983;Magician's Gambit;David Eddings;;Excellent;41365;69616;genre fiction;334.88;0.0;36.192,00;1042;Amazon Digital Services,  Inc.;4440;Nein;Magician's Gambit;Nein
2009;;Roberto Aguirre-Sacasa, Stephen King, Mike Perkins, Laura       Martin;eng;Famous;15797;57279;genre fiction;838.88;503.328;18.080,00;1043;Penguin Group (USA) LLC;4440;;Rise and Fall of the Third Reich;Nein
1960;The Rise and Fall of the Third Reich: A History of Nazi Germany;William L. Shirer;eng;Excellent;42095;64391;genre fiction;334.88;200.928;36.192,00;1044;HarperCollins Publishers;4440;Nein;A Long Way Down;Ja
2005;A Long Way Down;Nick Hornby;eng;Novice;15036;59843;nonfiction;446.88;268.128;36.220,00;1046;Hachette Book Group;4440;Ja;Out from Boneville;Nein
1993;Out from Boneville;Jeff Smith, Steve Hamaker;eng;Excellent;42461;62330;genre fiction;670.88;0.0;36.281,00;1048;Amazon Digital Services,  Inc.;4400;Nein;Rose Madder;Ja
1995;Rose Madder;Stephen King;eng;Intermediate;24167;70921;genre fiction;222.88;133.728;36.161,00;1049;Simon and Schuster Digital Sales Inc;4400;Ja;Die Trying (Jack Reacher, #2);Nein
1998;Die Trying (Jack Reacher, #2);Lee Child;en-US;Intermediate;4.0;62128;genre fiction;334.88;200.928;36.192,00;1050;Macmillan;4400;Nein;Beautiful Chaos;Nein
2011;Beautiful Chaos;Kami Garcia, Margaret Stohl, Paz Pruneda;en-US;Intermediate;34759;69709;genre fiction;222.88;133.728;36.161,00;1050;Hachette Book Group;4400;Nein;Keeping Faith;Ja
1999;Keeping Faith;Jodi Picoult;;Intermediate;28915;62405;genre fiction;109.89;0.0;0.99;1052;Amazon Digital Services,  Inc.;4400;Ja;Heart-Shaped Box;Nein
2007;Heart-Shaped Box;Joe Hill;en-US;Intermediate;30011;65005;genre fiction;331.89;0.0;36.192,00;1052;Amazon Digital Services,  Inc.;4400;Nein;Cabin Fever;Nein
2010;Cabin Fever;Jeff Kinney;eng;Excellent;44287;63347;nonfiction;1330.89;798.534;36.465,00;1053;Penguin Group (USA) LLC;4400;Nein;Everyone Worth Knowing;Nein
2008;;Brent Weeks;eng;Excellent;47209;64961;fiction;442.89;0.0;36.220,00;1054;Amazon Digital Services,  Inc.;4400;;Redwall;Ja
2005;Everyone Worth Knowing;Lauren Weisberger;en-US;Novice;14305;59932;genre fiction;109.89;0.0;0.99;1055;Amazon Digital Services,  Inc.;4400;Nein;Manifest der Kommunistischen Partei;Nein
1986;Redwall;Brian Jacques;eng;Excellent;45965;73918;genre fiction;331.89;0.0;36.192,00;1056;Amazon Digital Services,  Inc.;4400;Ja;The Woman in Cabin 10;Nein
1848;Manifest der Kommunistischen Partei;Karl Marx, Friedrich Engels, Gareth Stedman Jones;eng;Intermediate;18688;56464;genre fiction;331.89;0.0;36.192,00;1057;Amazon Digital Services,  Inc.;4400;Nein;The Last of the Mohicans;Ja
2016;The Woman in Cabin 10;Ruth Ware;eng;Intermediate;24532;90541;nonfiction;109.89;65.934;0.99;1058;Amazon Digital Services,  Inc.;4400;Nein;Sophie's Choice;Ja
1826;The Last of the Mohicans: A Narrative of 1757;James Fenimore Cooper;eng;Intermediate;25263;67632;genre fiction;109.89;0.0;0.99;1058;Amazon Digital Services,  Inc.;4400;Ja;Shopaholic and Sister;Nein
1979;Sophie's Choice;William Styron;eng;Excellent;43191;66923;nonfiction;220.89;132.534;36.161,00;1059;Amazon Digital Services,  Inc.;4400;Ja;The Iron Daughter;Nein
2004;Shopaholic and Sister;Sophie Kinsella;eng;Intermediate;23437;69007;genre fiction;331.89;0.0;36.192,00;1059;Amazon Digital Services,  Inc.;4400;Nein;The Prayer of Jabez;Nein
2010;The Iron Daughter;Julie Kagawa;eng;Excellent;41365;93340;genre fiction;331.89;0.0;36.192,00;1060;Amazon Digital Services,  Inc.;4400;Nein;The Age of Miracles;Nein
2000;The Prayer of Jabez:  Breaking Through to the Blessed Life;Bruce H. Wilkinson;eng;Intermediate;33664;57468;nonfiction;899.1;539.46;45.665,00;1061;Amazon Digital Services,  Inc.;4400;Nein;Have a Little Faith;Nein
2012;The Age of Miracles;Karen Thompson Walker;eng;Intermediate;23437;61296;genre fiction;1314.24;788.544;30.987,00;1062;Random House LLC;4400;Nein;My Life in France;Nein
2009;Have a Little Faith: A True Story;Mitch Albom;en-US;Excellent;42461;60002;nonfiction;220.89;132.534;36.161,00;1066;Hachette Book Group;4400;Nein;The Rosie Effect;Nein
2006;My Life in France;Julia Child, Alex Prud'Homme;eng;Excellent;42461;63100;genre fiction;1330.89;798.534;36.465,00;1066;Penguin Group (USA) LLC;4400;Nein;The Secret of the Nagas;Nein
2014;The Rosie Effect;Graeme Simsion;eng;Intermediate;20515;27308;genre fiction;1225.44;735.264;45.758,00;1068;Macmillan;4360;Nein;Ham on Rye;Nein
2011;The Secret of the Nagas.;Amish Tripathi;eng;Intermediate;35855;50158;genre fiction;109.89;65.934;0.99;1069;Amazon Digital Services,  Inc.;4360;Nein;Flipped;Ja
1982;Ham on Rye;Charles Bukowski;;Excellent;42461;54140;genre fiction;196.47;0.0;28.126,00;1071;Amazon Digital Services,  Inc.;4360;Nein;Emotional Intelligence 2.0;Nein
2001;Flipped;Wendelin Van Draanen;en-US;Intermediate;34394;79264;nonfiction;109.89;0.0;0.99;1072;Amazon Digital Services,  Inc.;4360;Ja;Make Way for Ducklings;Ja
2003;Emotional Intelligence 2.0;Travis Bradberry, Jean Greaves, Patrick Lencioni;;Intermediate;29646;53384;genre fiction;109.89;0.0;0.99;1073;Amazon Digital Services,  Inc.;4360;Nein;Relic;Nein
1941;Make Way for Ducklings;Robert McCloskey;;Excellent;44287;70704;nonfiction;637.14;382.284;27.150,00;1074;HarperCollins Publishers;4360;Ja;Notes from a Small Island;Nein
1995;Relic;Douglas Preston, Lincoln Child;eng;Excellent;45661;68011;genre fiction;858.03;514.818;26.846,00;1075;Hachette Book Group;4360;Nein;Small Favor;Nein
1995;Notes from a Small Island;Bill Bryson;eng;Intermediate;33298;66947;genre fiction;442.89;0.0;36.220,00;1076;Amazon Digital Services,  Inc.;4360;Nein;The Walking Dead Compendium Vol 1;Ja
2008;Small Favor;Jim Butcher;en-US;Famous;15797;70029;nonfiction;1219.89;731.934;36.434,00;1077;Random House LLC;4360;Nein;Princess Academy;Nein
2009;The Walking Dead Compendium Volume 1;Robert Kirkman;eng;Famous;15797;57764;genre fiction;331.89;0.0;36.192,00;1078;Amazon Digital Services,  Inc.;4360;Ja;Everything, Everything;Ja
2005;Princess Academy;Shannon Hale;eng;Excellent;45661;82470;genre fiction;1414.14;848.484;27.364,00;1080;Simon and Schuster Digital Sales Inc;4360;Nein;Pygmalion;Ja
2015;Everything, Everything;Nicola Yoon, David Yoon;eng;Excellent;45965;132552;genre fiction;331.89;0.0;36.192,00;1081;Amazon Digital Services,  Inc.;4360;Ja;Flight Behavior;Nein
1912;Pygmalion;George Bernard Shaw;en-US;Intermediate;45903;70079;genre fiction;331.89;0.0;36.192,00;1082;Amazon Digital Services,  Inc.;4360;Ja;Grip of the Shadow Plague;Nein
2012;Flight Behavior;Barbara Kingsolver;eng;Intermediate;27454;57078;genre fiction;109.89;65.934;0.99;1085;Amazon Digital Services,  Inc.;4360;Nein;Bridget Jones: The Edge of Reason;Ja
2008;Grip of the Shadow Plague;Brandon Mull;eng;Excellent;46113;65638;genre fiction;548.9;0.0;36.251,00;1089;Amazon Digital Services,  Inc.;4360;Nein;Captain Corelli's Mandolin;Ja
1999;Bridget Jones: The Edge of Reason;Helen Fielding;eng;Intermediate;19419;73093;nonfiction;1098.9;659.34;36.404,00;1090;Amazon Digital Services,  Inc.;4360;Ja;At First Sight;Nein
1994;Captain Corelli's Mandolin;Louis de BerniÃ¨res;eng;Intermediate;34759;57583;genre fiction;108.9;65.34;0.99;1091;Amazon Digital Services,  Inc.;4360;Ja;Down Under;Nein
2004;At First Sight;Nicholas Sparks;en-US;Intermediate;29646;62219;genre fiction;108.9;65.34;0.99;1091;Amazon Digital Services,  Inc.;4320;Nein;The Memoirs of Sherlock Holmes;Ja
2000;Down Under;Bill Bryson;eng;Excellent;45781;58688;genre fiction;438.9;0.0;36.220,00;1093;Amazon Digital Services,  Inc.;4320;Nein;The Orphan Master's Son;Nein
1894;The Memoirs of Sherlock Holmes;Arthur Conan Doyle;eng;Excellent;11780;56918;nonfiction;1230.9;738.54;43.770,00;1095;HarperCollins Publishers;4320;Ja;Enchanters' End Game;Nein
2012;The Orphan Master's Son;Adam Johnson;eng;Excellent;45812;52765;genre fiction;108.9;65.34;0.99;1097;Macmillan;4320;Nein;Persepolis;Ja
1984;Enchanters' End Game;David Eddings;en-US;Excellent;42826;69134;genre fiction;438.9;0.0;36.220,00;1098;Amazon Digital Services,  Inc.;4320;Nein;The Chosen;Nein
2003;Persepolis;Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh;en-US;Excellent;13241;71353;nonfiction;108.9;0.0;0.99;1099;Amazon Digital Services,  Inc.;4320;Ja;The Agony and the Ecstasy;Nein
1967;The Chosen;Chaim Potok;eng;Excellent;45720;70701;fiction;218.9;131.34;36.161,00;1099;Amazon Digital Services,  Inc.;4320;Nein;El juego del �ngel;Nein
1958;The Agony and the Ecstasy: A Biographical Novel of Michelangelo;Irving Stone, ×©×ž×•××œ ×©× ×™×¦×¨;eng;Excellent;45904;61256;genre fiction;438.9;0.0;36.220,00;1100;Amazon Digital Services,  Inc.;4320;Nein;Where Rainbows End;Ja
2008;El juego del Ã¡ngel;Carlos Ruiz ZafÃ³n, Lucia Graves;eng;Intermediate;31472;46225;genre fiction;1351.9;811.14;47.453,00;1101;HarperCollins Publishers;4320;Nein;Amelia Bedelia;Nein
2004;Where Rainbows End;Cecelia Ahern;en-US;Intermediate;34759;55236;nonfiction;1208.9;725.34;36.434,00;1101;Random House LLC;4320;Ja;This Man;Nein
1963;Amelia Bedelia;Peggy Parish, Fritz Siebel;eng;Excellent;42095;72329;genre fiction;878.9;527.34;36.342,00;1102;Penguin Group (USA) LLC;4320;Nein;A Dog's Purpose;Ja
2012;This Man;Jodi Ellen Malpas;eng;Excellent;41365;79461;genre fiction;108.9;65.34;0.99;1102;Amazon Digital Services,  Inc.;4320;Nein;An Ember in the Ashes;Nein
2010;A Dog's Purpose ;W. Bruce Cameron;en-US;Excellent;12875;65091;genre fiction;328.9;0.0;36.192,00;1105;Amazon Digital Services,  Inc.;4320;Ja;Lover Enshrined, part one;Nein
2015;An Ember in the Ashes;Sabaa Tahir;eng;Excellent;11780;45492;genre fiction;603.9;362.34;18.019,00;1106;HarperCollins Publishers;4320;Nein;The Golem and the Jinni;Nein
2008;Lover Enshrined, part one;J.R. Ward;eng;Excellent;45995;87432;genre fiction;988.9;593.34;36.373,00;1106;Random House LLC;4320;Nein;The Slippery Slope;Nein
2013;The Golem and the Jinni;Helene Wecker;eng;Excellent;45661;59650;genre fiction;438.9;0.0;36.220,00;1107;Amazon Digital Services,  Inc.;4320;Nein;Bleak House;Ja
2012;Ø§Ù„Ø£Ø³ÙˆØ¯ ÙŠÙ„ÙŠÙ‚ Ø¨Ùƒ;Ø£Ø­Ù„Ø§Ù… Ù…Ø³ØªØºØ§Ù†Ù…ÙŠ, Ahlam Mosteghanemi;ara;Intermediate;26359;42958;nonfiction;1200.1;720.06;33.512,00;1107;Simon and Schuster Digital Sales Inc;4320;;Caps for Sale;Nein
2003;The Slippery Slope;Lemony Snicket, Brett Helquist;en-US;Intermediate;4.0;81362;genre fiction;988.9;593.34;36.373,00;1111;Penguin Group (USA) LLC;4320;Nein;Furies of Calderon;Nein
1853;Bleak House;Charles Dickens, Nicola Bradbury, Hablot Knight Browne;eng;Intermediate;4.0;67433;genre fiction;988.9;593.34;36.373,00;1112;HarperCollins Publishers;4320;Ja;Alanna: The First Adventure;Nein
1938;Caps for sale: a tale of a peddler, some monkeys and their monkey business;Esphyr Slobodkina;eng;Excellent;45995;72504;genre fiction;548.9;329.34;36.251,00;1118;Amazon Digital Services,  Inc.;4280;Nein;Her Fearful Symmetry;Nein
2004;Furies of Calderon ;Jim Butcher;eng;Excellent;45995;70269;genre fiction;108.9;0.0;0.99;1119;Amazon Digital Services,  Inc.;4280;Nein;The Boston Girl;Nein
1983;Alanna: The First Adventure;Tamora Pierce;en-US;Excellent;46478;85699;genre fiction;1867.8;1120.68;16.98;1119;Penguin Group (USA) LLC;4280;Nein;Lover Enshrined, part two;Nein
2009;Her Fearful Symmetry;Audrey Niffenegger;en-GB;Novice;44986;63737;nonfiction;416.9;250.14;28.915,00;1120;HarperCollins Publishers;4280;Nein;The Fall of Hyperion;Nein
2014;The Boston Girl;Anita Diamant;eng;Intermediate;28915;51603;genre fiction;548.9;0.0;36.251,00;1120;Amazon Digital Services,  Inc.;4280;Nein;The Black Dahlia;Ja
2009;Lover Enshrined, part two;J.R. Ward;eng;Excellent;13971;84650;children;493.9;296.34;17.989,00;1123;Macmillan;4280;Nein;Through the Looking-Glass;Ja
1990;The Fall of Hyperion;Dan Simmons;eng;Excellent;43191;63235;nonfiction;641.3;384.78;30.437,00;1124;Simon and Schuster Digital Sales Inc;4280;Nein;Wild Swans;Nein
1987;The Black Dahlia;James Ellroy;en-US;Intermediate;27454;61412;genre fiction;1088.91;653.346;36.404,00;1127;Random House LLC;4280;Ja;Go, Dog. Go!;Nein
1871;Through the Looking-Glass, and What Alice Found There;Lewis Carroll, John Tenniel, Peter Glassman;eng;Excellent;45812;63050;fiction;216.91;130.146;36.161,00;1128;Simon and Schuster Digital Sales Inc;4280;Ja;Finders Keepers;Nein
1991;Wild Swans: Three Daughters of China;Jung Chang;en-US;Excellent;45017;60193;nonfiction;434.91;260.946;36.220,00;1129;HarperCollins Christian Publishing;4280;Nein;The Strain;Ja
1961;Go, Dog. Go!;P.D. Eastman;eng;Excellent;45873;66360;fiction;1160.85;696.51;24.016,00;1130;Penguin Group (USA) LLC;4280;Nein;Old Yeller;Ja
1937;;Laura Ingalls Wilder, Garth Williams;;Excellent;43556;74666;genre fiction;516.66;309.996;27.120,00;1131;HarperCollins Publishers;4280;;Born Standing Up;Nein
2015;Finders Keepers;Stephen King;eng;Excellent;45720;36541;fiction;107.91;0.0;0.99;1131;Amazon Digital Services,  Inc.;4280;Nein;PostSecret;Nein
2009;The Strain;Guillermo del Toro, Chuck Hogan;en-US;Intermediate;28185;58631;genre fiction;107.91;64.746;0.99;1132;Amazon Digital Services,  Inc.;4280;Ja;A Storm of Swords: Part 2 Blood and Gold;Nein
1890;The Complete Poems of Emily Dickinson;Emily Dickinson, Thomas H. Johnson;eng;Excellent;44287;60278;genre fiction;543.91;0.0;36.251,00;1132;Amazon Digital Services,  Inc.;4280;;The Borrowers Afield;Ja
1956;Old Yeller;Fred Gipson;en-US;Excellent;45812;69815;genre fiction;1502.02;901.212;13.78;1136;Macmillan;4280;Ja;Hearts in Atlantis;Nein
2007;Born Standing Up: A Comic's Life;Steve Martin;eng;Intermediate;31837;60869;nonfiction;107.91;64.746;0.99;1137;Amazon Digital Services,  Inc.;4280;Nein;The Queen's Fool;Nein
2005;PostSecret: Extraordinary Confessions from Ordinary Lives;Frank Warren;;Excellent;45661;58841;nonfiction;107.91;0.0;0.99;1138;Amazon Digital Services,  Inc.;4280;Nein;Days of Blood & Starlight;Nein
2000;A Storm of Swords: Part 2 Blood and Gold;George R.R. Martin;eng;Famous;20546;54977;genre fiction;325.91;0.0;36.192,00;1140;Amazon Digital Services,  Inc.;4280;Nein;Jitterbug Perfume;Nein
1952;The Borrowers Afield;Mary Norton, Beth Krush, Joe Krush;;Excellent;45692;74820;genre fiction;706.32;423.792;17.685,00;1141;Hachette Book Group;4240;Ja;The Battle for Skandia;Nein
1999;Hearts in Atlantis;Stephen King;eng;Intermediate;45872;65063;genre fiction;216.91;130.146;36.161,00;1142;Macmillan;4240;Nein;The Darkest Minds;Ja
2016;;Jodi Picoult;eng;Excellent;12875;73745;genre fiction;1306.91;784.146;36.465,00;1144;Penguin Group (USA) LLC;4240;;;
1982;ç¾Šã‚’ã‚ãã‚‹å†’é™º [HitsujiwomegurubÅken];Haruki Murakami, Alfred Birnbaum;eng;Intermediate;34394;55262;nonfiction;960.29;576.174;29.799,00;1147;Simon and Schuster Digital Sales Inc;4240;;;
2003;The Queen's Fool;Philippa Gregory;en-US;Intermediate;30376;69504;genre fiction;598.41;359.046;18.019,00;1148;Simon and Schuster Digital Sales Inc;4240;Nein;;
2012;Days of Blood & Starlight;Laini Taylor;en-CA;Excellent;44287;85746;genre fiction;325.91;195.546;36.192,00;1148;Amazon Digital Services,  Inc.;4240;Nein;;
1984;Jitterbug Perfume;Tom Robbins;eng;Excellent;45383;48277;genre fiction;325.91;0.0;36.192,00;1148;Amazon Digital Services,  Inc.;4240;Nein;;
2006;The Battle for Skandia (Ranger's Apprentice, #4);John Flanagan;en-US;Excellent;11780;60959;genre fiction;325.91;195.546;36.192,00;1149;Amazon Digital Services,  Inc.;4240;Nein;;
2012;The Darkest Minds;Alexandra Bracken;eng;Excellent;46113;83886;fiction;620.21;372.126;25.324,00;1150;Hachette Book Group;4240;Ja;;
